id,county,rate
6029,"Kern, CA",19.86701426
6031,"Kings, CA",21.25730101
6033,"Lake, CA",31.48926229
6035,"Lassen, CA",24.7037141
6037,"Los Angeles, CA",15.89270785
6039,"Madera, CA",20.56139495
6041,"Marin, CA",6.71057611
6043,"Mariposa, CA",24.05587773
6045,"Mendocino, CA",25.48763014
6047,"Merced, CA",23.62099712
6049,"Modoc, CA",30.62547617
6051,"Mono, CA",10.1067531
6053,"Monterey, CA",13.73020098
6055,"Napa, CA",12.01516301
6057,"Nevada, CA",17.96170404
6059,"Orange, CA",10.72621719
6061,"Placer, CA",12.96552995
6063,"Plumas, CA",26.81946153
6065,"Riverside, CA",18.68149956
6067,"Sacramento, CA",19.01730813
6069,"San Benito, CA",13.15318481
6071,"San Bernardino, CA",20.27553917
6073,"San Diego, CA",13.71623647
6075,"San Francisco, CA",7.000521241
6077,"San Joaquin, CA",21.83560653
6079,"San Luis Obispo, CA",14.51325735
6081,"San Mateo, CA",5.727770018
6083,"Santa Barbara, CA",12.34569426
6085,"Santa Clara, CA",6.873148865
6087,"Santa Cruz, CA",12.17268779
6089,"Shasta, CA",29.19760489
6091,"Sierra, CA",24.19226972
6093,"Siskiyou, CA",31.839616
6095,"Solano, CA",17.08605785
6097,"Sonoma, CA",14.17043589
6099,"Stanislaus, CA",20.64308512
6101,"Sutter, CA",20.86347904
6103,"Tehama, CA",26.94262439
6105,"Trinity, CA",35.73345612
6107,"Tulare, CA",22.9079296
6109,"Tuolumne, CA",26.25129582
6111,"Ventura, CA",12.8171023
6113,"Yolo, CA",13.72124121
6115,"Yuba, CA",28.84641787
8001,"Adams, CO*",15.53098883
8003,"Alamosa, CO",26.10306928
8005,"Arapahoe, CO",11.75696722
8007,"Archuleta, CO",23.09676643
8009,"Baca, CO",30.89509658
8011,"Bent, CO",32.42703964
8013,"Boulder, CO*",8.743877054
8014,"Broomfield, CO*",8.520763455
8015,"Chaffee, CO",20.69585287
8017,"Cheyenne, CO",14.18394028
8019,"Clear Creek, CO",11.67318187
8021,"Conejos, CO",30.50446691
8023,"Costilla, CO",36.95594169
8025,"Crowley, CO",36.12542271
8027,"Custer, CO",27.35786928
8029,"Delta, CO",26.25954891
8031,"Denver, CO",9.850109133
8033,"Dolores, CO",26.79440045
8035,"Douglas, CO",6.759288097
8037,"Eagle, CO",5.392382184
8039,"Elbert, CO",10.81437658
8041,"El Paso, CO",16.87628664
8043,"Fremont, CO",30.81826806
8045,"Garfield, CO",10.83048479
8047,"Gilpin, CO",13.21523149
8049,"Grand, CO",12.5182987
8051,"Gunnison, CO",11.34470163
8053,"Hinsdale, CO",17.55542546
8055,"Huerfano, CO",36.0867249
8057,"Jackson, CO",17.42123833
8059,"Jefferson, CO*",12.38958243
8061,"Kiowa, CO",19.71123412
8063,"Kit Carson, CO",23.02640766
8065,"Lake, CO",17.49898016
8067,"La Plata, CO",12.48885456
8069,"Larimer, CO",13.11271379
8071,"Las Animas, CO",36.31822646
8073,"Lincoln, CO",29.04568541
8075,"Logan, CO",17.31484218
8077,"Mesa, CO",20.78825934
8079,"Mineral, CO",16.18437698
8081,"Moffat, CO",20.39878798
8083,"Montezuma, CO",24.18924686
8085,"Montrose, CO",24.74810707
8087,"Morgan, CO",18.82051953
8089,"Otero, CO",34.12358134
8091,"Ouray, CO",13.98346349
8093,"Park, CO",15.972561
8095,"Phillips, CO",20.69793603
8097,"Pitkin, CO",3.800026275
8099,"Prowers, CO",25.14648075
8101,"Pueblo, CO",29.62158351
8103,"Rio Blanco, CO",17.39056871
8105,"Rio Grande, CO",27.75907191
8107,"Routt, CO",7.2626933
8109,"Saguache, CO",24.54762632
8111,"San Juan, CO",14.25053406
8113,"San Miguel, CO",5.401252153
8115,"Sedgwick, CO",22.92281119
8117,"Summit, CO",6.209929739
8119,"Teller, CO",19.27199849
8121,"Washington, CO",19.89128664
8123,"Weld, CO*",13.97382921
8125,"Yuma, CO",15.86616269
9001,"Fairfield, CT",7.598845092
9003,"Hartford, CT",15.96350247
9005,"Litchfield, CT",14.19838017
9007,"Middlesex, CT",13.09975629
9009,"New Haven, CT",18.64026188
9011,"New London, CT",16.67867775
9013,"Tolland, CT",13.25376444
9015,"Windham, CT",20.96121846
10001,"Kent, DE",25.40233474
10003,"New Castle, DE",17.57289655
10005,"Sussex, DE",26.82165941
11001,"District of Columbia, DC",11.99542969
12001,"Alachua, FL",18.56713947
12003,"Baker, FL",26.99991736
12005,"Bay, FL",23.0278281
12007,"Bradford, FL",29.37863656
12009,"Brevard, FL",24.67291967
12011,"Broward, FL",16.14135263
12013,"Calhoun, FL",35.85430099
12015,"Charlotte, FL",32.71230545
12017,"Citrus, FL",38.94272451
12019,"Clay, FL",20.96642085
12021,"Collier, FL",10.73654204
12023,"Columbia, FL",30.33408403
12027,"DeSoto, FL",34.93345461
12029,"Dixie, FL",40.62876036
12031,"Duval, FL",19.67013597
12033,"Escambia, FL",24.56943261
12035,"Flagler, FL",27.27726424
12037,"Franklin, FL",28.44266759
12039,"Gadsden, FL",29.56257701
12041,"Gilchrist, FL",28.96696378
12043,"Glades, FL",32.25790897
12045,"Gulf, FL",28.29013639
12047,"Hamilton, FL",38.45271212
12049,"Hardee, FL",28.0305046
12051,"Hendry, FL",26.73011119
12053,"Hernando, FL",35.59056285
12055,"Highlands, FL",38.51375425
12057,"Hillsborough, FL",18.27078407
12059,"Holmes, FL",37.11700906
12061,"Indian River, FL",16.30401094
12063,"Jackson, FL",35.66421579
12065,"Jefferson, FL",26.02638508
12067,"Lafayette, FL",26.46415228
12069,"Lake, FL",27.65633318
12071,"Lee, FL",19.97207943
12073,"Leon, FL",16.31958353
12075,"Levy, FL",33.37981878
12077,"Liberty, FL",31.36749735
12079,"Madison, FL",33.90577943
12081,"Manatee, FL",21.37309667
12083,"Marion, FL",34.45460488
12085,"Martin, FL",13.64533202
12086,"Miami-Dade, FL",20.03483865
12087,"Monroe, FL",10.67605166
12089,"Nassau, FL",17.53580988
12091,"Okaloosa, FL",19.50057549
12093,"Okeechobee, FL",32.9112413
12095,"Orange, FL",16.61646602
12097,"Osceola, FL",24.14611593
12099,"Palm Beach, FL",12.75199427
12101,"Pasco, FL",26.5025
12103,"Pinellas, FL",21.70605311
12105,"Polk, FL",28.11445489
12107,"Putnam, FL",38.21129232
12109,"St. Johns, FL",12.65503212
12111,"St. Lucie, FL",26.81356949
12113,"Santa Rosa, FL",19.84729129
12115,"Sarasota, FL",19.34570947
12117,"Seminole, FL",16.18216243
12119,"Sumter, FL",41.34774792
12121,"Suwannee, FL",33.31087264
12123,"Taylor, FL",33.70024012
12125,"Union, FL",32.47831651
12127,"Volusia, FL",26.95543564
12129,"Wakulla, FL",21.19404149
12131,"Walton, FL",14.68091016
12133,"Washington, FL",34.61781957
13001,"Appling, GA",28.96629175
13003,"Atkinson, GA",29.11678916
13005,"Bacon, GA",29.88644349
13007,"Baker, GA",30.41066296
13009,"Baldwin, GA",32.55862079
13011,"Banks, GA",23.36895167
13013,"Barrow, GA",19.30413463
13015,"Bartow, GA",21.14114667
13017,"Ben Hill, GA",35.53920281
13019,"Berrien, GA",31.42122316
13021,"Bibb, GA",26.34831371
13023,"Bleckley, GA",27.91493581
13025,"Brantley, GA",31.56519129
13027,"Brooks, GA",30.74979695
13029,"Bryan, GA",14.54975926
13031,"Bulloch, GA",21.52131234
13033,"Burke, GA",28.92607198
13035,"Butts, GA",27.30286343
13037,"Calhoun, GA",35.74591184
13039,"Camden, GA",21.65466427
13043,"Candler, GA",35.58284546
13045,"Carroll, GA",22.01537303
13047,"Catoosa, GA",23.89681849
13049,"Charlton, GA",30.70901105
13051,"Chatham, GA",18.70254667
13053,"Chattahoochee, GA",11.64934467
13055,"Chattooga, GA",34.20880111
13057,"Cherokee, GA",12.55458021
13059,"Clarke, GA",19.67041575
13061,"Clay, GA",42.59856468
13063,"Clayton, GA",25.37832111
13065,"Clinch, GA",32.3727424
13067,"Cobb, GA",11.2043197
13069,"Coffee, GA",28.58909786
13071,"Colquitt, GA",30.00904109
13073,"Columbia, GA",14.6519166
13075,"Cook, GA",30.57519089
13077,"Coweta, GA",14.9177729
13079,"Crawford, GA",27.4390822
13081,"Crisp, GA",31.57306999
13083,"Dade, GA",26.30286841
13085,"Dawson, GA",17.50983396
13087,"Decatur, GA",28.13690806
13089,"DeKalb, GA",13.99098142
13091,"Dodge, GA",30.42295373
13093,"Dooly, GA",28.40117492
13095,"Dougherty, GA",30.54707568
13097,"Douglas, GA",20.22438772
13099,"Early, GA",29.6230988
13101,"Echols, GA",23.39096061
13103,"Effingham, GA",16.86843038
13105,"Elbert, GA",32.30385807
13107,"Emanuel, GA",34.78070396
13109,"Evans, GA",26.92587527
13111,"Fannin, GA",33.53196978
13113,"Fayette, GA",12.74252275
13115,"Floyd, GA",26.60093178
13117,"Forsyth, GA",7.690254244
13119,"Franklin, GA",28.1074206
13121,"Fulton, GA",8.02365119
13123,"Gilmer, GA",30.35292476
13125,"Glascock, GA",28.18658869
13127,"Glynn, GA",21.43221428
13129,"Gordon, GA",23.67087694
13131,"Grady, GA",26.84101066
13133,"Greene, GA",23.62945576
13135,"Gwinnett, GA",12.81520928
13137,"Habersham, GA",26.22671252
13139,"Hall, GA",17.86942769
13141,"Hancock, GA",40.0525679
13143,"Haralson, GA",27.4823512
13145,"Harris, GA",17.67055992
13147,"Hart, GA",27.71162387
13149,"Heard, GA",28.09596135
13151,"Henry, GA",17.39562134
13153,"Houston, GA",19.71255504
13155,"Irwin, GA",33.22365183
13157,"Jackson, GA",18.36622754
13159,"Jasper, GA",24.85260843
13161,"Jeff Davis, GA",31.69589936
13163,"Jefferson, GA",35.52042321
13165,"Jenkins, GA",35.33441412
13167,"Johnson, GA",37.31863747
13169,"Jones, GA",23.74033122
13171,"Lamar, GA",29.64260176
13173,"Lanier, GA",31.64105973
13175,"Laurens, GA",28.90542442
13177,"Lee, GA",15.96732808
13179,"Liberty, GA",23.09741135
13181,"Lincoln, GA",28.30552445
13183,"Long, GA",23.6669842
13185,"Lowndes, GA",22.34279719
13187,"Lumpkin, GA",24.2616403
13189,"McDuffie, GA",29.45854812
13191,"McIntosh, GA",31.01192547
13193,"Macon, GA",30.06224315
13195,"Madison, GA",25.48894799
13197,"Marion, GA",31.31571112
13199,"Meriwether, GA",31.97630775
13201,"Miller, GA",27.87493212
13205,"Mitchell, GA",28.7819141
13207,"Monroe, GA",20.64746442
13209,"Montgomery, GA",29.53136755
13211,"Morgan, GA",19.91795985
13213,"Murray, GA",28.4228044
13215,"Muscogee, GA",23.43688177
13217,"Newton, GA",23.63227888
13219,"Oconee, GA",10.17065408
13221,"Oglethorpe, GA",23.02671144
13223,"Paulding, GA",15.46475528
13225,"Peach, GA",26.93896861
13227,"Pickens, GA",23.24193729
13229,"Pierce, GA",29.24107177
13231,"Pike, GA",20.55690605
13233,"Polk, GA",30.86794431
13235,"Pulaski, GA",29.76966846
13237,"Putnam, GA",25.75499388
13239,"Quitman, GA",41.33317754
13241,"Rabun, GA",27.88123596
13243,"Randolph, GA",35.76690399
13245,"Richmond, GA",27.27481043
13247,"Rockdale, GA",23.36005896
13249,"Schley, GA",23.4311269
13251,"Screven, GA",31.93006162
13253,"Seminole, GA",31.46492382
13255,"Spalding, GA",30.26496392
13257,"Stephens, GA",29.06104421
13259,"Stewart, GA",37.54676644
13261,"Sumter, GA",30.28715072
13263,"Talbot, GA",33.69221434
13265,"Taliaferro, GA",35.32729066
13267,"Tattnall, GA",28.21949854
13269,"Taylor, GA",35.61821797
13271,"Telfair, GA",38.30660111
13273,"Terrell, GA",29.78210711
13275,"Thomas, GA",26.15355543
13277,"Tift, GA",25.96414039
13279,"Toombs, GA",30.16433583
13281,"Towns, GA",39.16490434
13283,"Treutlen, GA",35.48087443
13285,"Troup, GA",24.46206759
13287,"Turner, GA",37.0405524
13289,"Twiggs, GA",32.80683827
13291,"Union, GA",35.0102359
13293,"Upson, GA",31.40595489
13295,"Walker, GA",29.40001963
13297,"Walton, GA",20.23548668
13299,"Ware, GA",35.02322004
13301,"Warren, GA",36.37225388
13303,"Washington, GA",29.82856616
13305,"Wayne, GA",32.20063423
13307,"Webster, GA",25.39784126
13309,"Wheeler, GA",35.79915727
13311,"White, GA",27.44079269
13313,"Whitfield, GA",20.10955916
13315,"Wilcox, GA",35.74780585
13317,"Wilkes, GA",30.0131921
13319,"Wilkinson, GA",32.63763389
13321,"Worth, GA",27.64633531
15001,"Hawaii, HI",23.85552435
15003,"Honolulu, HI",14.13279174
15007,"Kauai, HI",19.43291144
15901,"Maui + Kalawao, HI*",15.89427687
16001,"Ada, ID",13.4220331
16003,"Adams, ID",26.34847305
16005,"Bannock, ID",22.48472437
16007,"Bear Lake, ID",25.30988821
16009,"Benewah, ID",29.00505489
16011,"Bingham, ID",20.59306508
16013,"Blaine, ID",6.687208542
16015,"Boise, ID",21.83569523
16017,"Bonner, ID",23.07482518
16019,"Bonneville, ID",15.74434315
16021,"Boundary, ID",26.00718561
16023,"Butte, ID",25.11869015
16025,"Camas, ID",19.6869209
16027,"Canyon, ID",23.11574584
16029,"Caribou, ID",20.47637744
16031,"Cassia, ID",15.90377436
16033,"Clark, ID",12.69864845
16035,"Clearwater, ID",33.94827557
16037,"Custer, ID",22.5887076
16039,"Elmore, ID",21.06651441
16041,"Franklin, ID",18.47657202
16043,"Fremont (includes Yellowstone Park), ID",21.06068464
16045,"Gem, ID",27.25303073
16047,"Gooding, ID",14.59385762
16049,"Idaho, ID",26.83206251
16051,"Jefferson, ID",17.11974706
16053,"Jerome, ID",16.98475582
16055,"Kootenai, ID",20.16669348
16057,"Latah, ID",16.19846253
16059,"Lemhi, ID",27.62092556
16061,"Lewis, ID",40.49772319
16063,"Lincoln, ID",19.05984778
16065,"Madison, ID",23.58977174
16067,"Minidoka, ID",18.62452086
16069,"Nez Perce, ID",22.52521973
16071,"Oneida, ID",24.50307075
16073,"Owyhee, ID",21.50056345
16075,"Payette, ID",22.34917084
16077,"Power, ID",19.63860525
16079,"Shoshone, ID",32.39008562
16081,"Teton, ID",12.74742508
16083,"Twin Falls, ID",20.10194324
16085,"Valley, ID",18.25829484
16087,"Washington, ID",29.09701886
17001,"Adams, IL",21.04623658
17003,"Alexander, IL",45.31118859
17005,"Bond, IL",25.49150777
17007,"Boone, IL",15.89900477
17009,"Brown, IL",18.99135129
17011,"Bureau, IL",21.44680741
17013,"Calhoun, IL",24.82881857
17015,"Carroll, IL",25.52797958
17017,"Cass, IL",22.39305243
17019,"Champaign, IL",13.29487629
17021,"Christian, IL",25.21485321
17023,"Clark, IL",23.86009489
17025,"Clay, IL",31.15280585
17027,"Clinton, IL",18.1385475
17029,"Coles, IL",21.60745371
17031,"Cook, IL",14.68962948
17033,"Crawford, IL",20.45562009
17035,"Cumberland, IL",20.31936313
17037,"DeKalb, IL",16.25445294
17039,"De Witt, IL",21.0330381
17041,"Douglas, IL",16.97205705
17043,"DuPage, IL",9.467185364
17045,"Edgar, IL",26.38946315
17047,"Edwards, IL",22.45395727
17049,"Effingham, IL",17.18252497
17051,"Fayette, IL",27.0564783
17053,"Ford, IL",19.06280779
17055,"Franklin, IL",31.1297583
17057,"Fulton, IL",28.04198163
17059,"Gallatin, IL",27.73521245
17061,"Greene, IL",28.80825174
17063,"Grundy, IL",13.80699503
17065,"Hamilton, IL",25.11265348
17067,"Hancock, IL",22.85544397
17069,"Hardin, IL",38.75916952
17071,"Henderson, IL",23.06650452
17073,"Henry, IL",18.90181047
17075,"Iroquois, IL",25.17813038
17077,"Jackson, IL",22.59697839
17079,"Jasper, IL",21.0666137
17081,"Jefferson, IL",26.38196263
17083,"Jersey, IL",23.12404854
17085,"Jo Daviess, IL",20.68770432
17087,"Johnson, IL",26.6084029
17089,"Kane, IL",12.36109473
17091,"Kankakee, IL",23.47883327
17093,"Kendall, IL",9.761520825
17095,"Knox, IL",29.61457715
17097,"Lake, IL",8.426238117
17099,"LaSalle, IL",20.88670806
17101,"Lawrence, IL",34.5418732
17103,"Lee, IL",22.52900284
17105,"Livingston, IL",20.32642186
17107,"Logan, IL",24.32576096
17109,"McDonough, IL",21.36275792
17111,"McHenry, IL",11.64070402
17113,"McLean, IL",12.58278994
17115,"Macon, IL",22.42213965
17117,"Macoupin, IL",25.24339408
17119,"Madison, IL",20.02598899
17121,"Marion, IL",30.65698205
17123,"Marshall, IL",23.58410787
17125,"Mason, IL",26.8566706
17127,"Massac, IL",31.80516573
17129,"Menard, IL",19.26421279
17131,"Mercer, IL",21.22791442
17133,"Monroe, IL",13.23222298
17135,"Montgomery, IL",28.05992566
17137,"Morgan, IL",25.00408969
17139,"Moultrie, IL",16.82308162
17141,"Ogle, IL",18.91131093
17143,"Peoria, IL",18.0406677
17145,"Perry, IL",25.7809678
17147,"Piatt, IL",16.78132376
17149,"Pike, IL",24.45574939
17151,"Pope, IL",32.6469337
17153,"Pulaski, IL",37.67411321
17155,"Putnam, IL",15.28053361
17157,"Randolph, IL",25.87724131
17159,"Richland, IL",25.54828673
17161,"Rock Island, IL",19.86575609
17163,"St. Clair, IL",22.13179913
17165,"Saline, IL",31.6963108
17167,"Sangamon, IL",18.37223715
17169,"Schuyler, IL",21.22035539
17171,"Scott, IL",21.32933096
17173,"Shelby, IL",24.0878922
17175,"Stark, IL",24.15315022
17177,"Stephenson, IL",24.14885801
17179,"Tazewell, IL",18.5991885
17181,"Union, IL",29.18144102
17183,"Vermilion, IL",27.69146949
17185,"Wabash, IL",22.57728731
17187,"Warren, IL",21.8714252
17189,"Washington, IL",18.90283932
17191,"Wayne, IL",25.58770401
17193,"White, IL",24.8651862
17195,"Whiteside, IL",24.34659643
17197,"Will, IL",12.31081688
17199,"Williamson, IL",21.80843697
17201,"Winnebago, IL",21.67243382
17203,"Woodford, IL",14.98569095
18001,"Adams, IN",19.59916571
18003,"Allen, IN",18.75851652
18005,"Bartholomew, IN",16.96742701
18007,"Benton, IN",22.25339353
18009,"Blackford, IN",32.89769424
18011,"Boone, IN",8.830401566
18013,"Brown, IN",22.77427898
18015,"Carroll, IN",20.29195843
18017,"Cass, IN",28.82112003
18019,"Clark, IN",21.41880309
18021,"Clay, IN",27.24831505
18023,"Clinton, IN",24.41815449
18025,"Crawford, IN",33.96446986
18027,"Daviess, IN",21.47824202
18029,"Dearborn, IN",19.66145175
18031,"Decatur, IN",21.453356
18033,"DeKalb, IN",20.83960586
18035,"Delaware, IN",29.20684576
18037,"Dubois, IN",15.21793035
18039,"Elkhart, IN",17.29139514
18041,"Fayette, IN",33.73532373
18043,"Floyd, IN",17.27642793
18045,"Fountain, IN",26.5841981
18047,"Franklin, IN",20.51580611
18049,"Fulton, IN",23.9086379
18051,"Gibson, IN",20.62762248
18053,"Grant, IN",32.44198636
18055,"Greene, IN",27.25870431
18057,"Hamilton, IN",7.177676799
18059,"Hancock, IN",16.09098103
18061,"Harrison, IN",21.62025206
18063,"Hendricks, IN",12.88324723
18065,"Henry, IN",29.97517523
18067,"Howard, IN",27.46605204
18069,"Huntington, IN",23.44638317
18071,"Jackson, IN",20.84956264
18073,"Jasper, IN",20.66305235
18075,"Jay, IN",25.98286959
18077,"Jefferson, IN",26.95022203
18079,"Jennings, IN",31.79625479
18081,"Johnson, IN",15.61717058
18083,"Knox, IN",27.62295684
